id,ts,temp
647,"2026-01-26 14:43:38",10.56
648,"2026-01-26 14:43:50",10.23
649,"2026-01-26 14:44:02",10.48
650,"2026-01-26 14:44:13",10.64
651,"2026-01-26 14:44:25",10.32
652,"2026-01-26 14:44:36",10.32
653,"2026-01-26 14:44:48",10.56
654,"2026-01-26 14:45:00",10.56
655,"2026-01-26 14:45:11",10.64
656,"2026-01-26 14:45:23",10.64
657,"2026-01-26 14:45:35",10.4
658,"2026-01-26 14:45:46",10.32
659,"2026-01-26 14:45:58",10.48
660,"2026-01-26 14:46:10",10.64
661,"2026-01-26 14:46:33",16.36
662,"2026-01-26 14:46:44",16.0
663,"2026-01-26 14:46:54",18.07
664,"2026-01-26 14:47:06",17.46
665,"2026-01-26 14:47:17",17.09
666,"2026-01-26 14:47:29",17.22
667,"2026-01-26 14:47:41",16.0
668,"2026-01-26 14:47:55",16.24
669,"2026-01-26 14:48:06",16.48
670,"2026-01-26 14:48:18",16.73
671,"2026-01-26 14:48:31",16.12
672,"2026-01-26 14:48:40",18.32
673,"2026-01-26 14:48:51",22.83
674,"2026-01-26 14:49:01",24.66
675,"2026-01-26 14:49:11",23.81
676,"2026-01-26 14:49:22",24.18
677,"2026-01-26 14:49:32",23.44
678,"2026-01-26 14:49:42",23.44
679,"2026-01-26 14:49:53",23.57
680,"2026-01-26 14:50:04",23.44
681,"2026-01-26 14:50:14",25.76
682,"2026-01-26 14:50:24",25.89
683,"2026-01-26 14:50:39",22.22
684,"2026-01-26 14:50:49",26.01
685,"2026-01-26 14:50:59",26.37
686,"2026-01-26 14:51:09",26.74
687,"2026-01-26 14:51:19",22.22
688,"2026-01-26 14:51:29",20.76
689,"2026-01-26 14:51:39",19.29
690,"2026-01-26 14:51:50",25.4
691,"2026-01-26 14:52:00",25.4
692,"2026-01-26 14:52:10",25.03
693,"2026-01-26 14:52:20",21.49
694,"2026-01-26 14:52:30",20.15
695,"2026-01-26 14:52:40",18.93
696,"2026-01-26 14:52:50",18.32
697,"2026-01-26 14:53:02",17.7
