id,ts,temp
698,"2026-01-26 14:53:12",18.19
699,"2026-01-26 14:53:23",17.95
700,"2026-01-26 14:53:35",17.58
701,"2026-01-26 14:53:46",17.46
702,"2026-01-26 14:53:58",17.22
703,"2026-01-26 14:54:10",17.22
704,"2026-01-26 14:54:21",16.97
705,"2026-01-26 14:54:33",17.95
706,"2026-01-26 14:54:45",17.58
707,"2026-01-26 14:54:55",22.47
708,"2026-01-26 14:55:05",21.73
709,"2026-01-26 14:55:15",19.41
710,"2026-01-26 14:55:25",18.44
711,"2026-01-26 14:55:37",17.58
712,"2026-01-26 14:55:48",17.58
713,"2026-01-26 14:56:00",17.58
714,"2026-01-26 14:56:23",17.58
715,"2026-01-26 14:56:35",17.34
716,"2026-01-26 14:56:56",17.46
717,"2026-01-26 14:57:08",16.73
718,"2026-01-26 14:57:19",17.09
719,"2026-01-26 15:06:09",15.02
720,"2026-01-26 15:06:19",22.34
721,"2026-01-26 15:06:29",24.3
722,"2026-01-26 15:06:40",25.27
723,"2026-01-26 15:06:50",21.49
724,"2026-01-26 15:07:01",24.66
725,"2026-01-26 15:07:11",24.18
726,"2026-01-26 15:07:23",25.52
727,"2026-01-26 15:07:34",25.4
728,"2026-01-26 15:07:44",21.73
729,"2026-01-26 15:09:08",15.38
730,"2026-01-26 15:09:20",15.75
731,"2026-01-26 15:09:32",15.26
732,"2026-01-26 15:09:43",15.87
733,"2026-01-26 15:09:55",15.38
734,"2026-01-26 15:10:06",15.87
735,"2026-01-26 15:10:18",16.0
736,"2026-01-26 15:10:31",15.63
737,"2026-01-26 15:10:43",15.87
738,"2026-01-26 15:10:55",15.87
739,"2026-01-26 15:11:08",15.63
740,"2026-01-26 15:11:19",23.57
741,"2026-01-26 15:11:33",25.27
742,"2026-01-26 15:11:43",21.25
743,"2026-01-26 15:11:54",19.78
744,"2026-01-26 15:12:04",18.19
745,"2026-01-26 15:12:16",17.58
746,"2026-01-26 15:12:27",17.58
747,"2026-01-26 15:12:39",16.97
748,"2026-01-26 15:12:50",15.75
749,"2026-01-26 15:13:02",15.63
750,"2026-01-26 15:13:13",16.12
751,"2026-01-26 15:13:25",15.51
752,"2026-01-26 15:13:37",15.63
753,"2026-01-26 15:13:48",15.63
754,"2026-01-26 15:14:00",15.75
755,"2026-01-26 15:14:11",15.63
756,"2026-01-26 15:14:23",16.0
757,"2026-01-26 15:14:35",15.63
758,"2026-01-26 15:14:46",15.63
759,"2026-01-26 15:14:58",16.12
760,"2026-01-26 15:15:10",15.51
761,"2026-01-26 15:15:21",15.51
762,"2026-01-26 15:15:33",15.87
763,"2026-01-26 15:15:44",15.02
764,"2026-01-26 15:15:56",15.87
765,"2026-01-26 15:16:08",15.63
766,"2026-01-26 15:16:19",15.63
767,"2026-01-26 15:16:31",15.38
768,"2026-01-26 15:16:42",15.63
769,"2026-01-26 15:16:54",15.63
770,"2026-01-26 15:17:06",15.75
771,"2026-01-26 15:17:17",14.29
772,"2026-01-26 15:17:29",15.51
773,"2026-01-26 15:17:40",14.9
774,"2026-01-26 15:17:52",14.77
775,"2026-01-26 15:18:04",15.63
776,"2026-01-26 15:18:15",14.9
777,"2026-01-26 15:18:27",14.53
778,"2026-01-26 15:18:39",14.77
779,"2026-01-26 15:18:50",15.14
780,"2026-01-26 15:19:02",14.41
781,"2026-01-26 15:19:13",14.9
782,"2026-01-26 15:19:25",14.65
783,"2026-01-26 15:19:37",14.04
784,"2026-01-26 15:19:48",15.26
785,"2026-01-26 15:20:00",15.63
786,"2026-01-26 15:20:12",14.29
787,"2026-01-26 15:20:23",14.9
788,"2026-01-26 15:20:35",14.77
789,"2026-01-26 15:20:47",15.26
790,"2026-01-26 15:20:58",14.41
791,"2026-01-26 15:21:10",15.63
792,"2026-01-26 15:21:21",15.51
793,"2026-01-26 15:21:33",14.41
794,"2026-01-26 15:21:44",14.65
795,"2026-01-26 15:21:56",15.02
796,"2026-01-26 15:22:08",14.41
797,"2026-01-26 15:22:19",15.26
798,"2026-01-26 15:22:31",15.26
799,"2026-01-28 07:23:08",9.28
800,"2026-01-28 07:23:19",9.4
801,"2026-01-28 07:23:31",10.01
802,"2026-01-28 07:23:43",9.89
803,"2026-01-28 07:23:54",9.77
804,"2026-01-28 07:24:06",10.13
805,"2026-01-28 07:24:17",9.89
